2017-10-31 21:04:09,831 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.9/maven-plugin-api-2.0.9.jar
2017-10-31 21:04:10,198 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.9/maven-plugin-api-2.0.9.jar
2017-10-31 21:04:11,220 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/2.0.9/maven-artifact-2.0.9.jar
2017-10-31 21:04:12,202 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/2.0.9/maven-artifact-2.0.9.jar
2017-10-31 21:04:12,544 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/2.0.9/maven-core-2.0.9.jar
2017-10-31 21:04:15,767 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/2.0.9/maven-core-2.0.9.jar
2017-10-31 21:04:16,071 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/2.0.9/maven-settings-2.0.9.jar
2017-10-31 21:04:17,544 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/2.0.9/maven-settings-2.0.9.jar
2017-10-31 21:04:17,882 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-parameter-documenter/2.0.9/maven-plugin-parameter-documenter-2.0.9.jar
2017-10-31 21:04:19,575 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-parameter-documenter/2.0.9/maven-plugin-parameter-documenter-2.0.9.jar
2017-10-31 21:04:19,918 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-profile/2.0.9/maven-profile-2.0.9.jar
2017-10-31 21:04:21,101 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-profile/2.0.9/maven-profile-2.0.9.jar
2017-10-31 21:04:21,422 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-model/2.0.9/maven-model-2.0.9.jar
2017-10-31 21:04:23,965 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-model/2.0.9/maven-model-2.0.9.jar
2017-10-31 21:04:24,293 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/2.0.9/maven-repository-metadata-2.0.9.jar
2017-10-31 21:04:25,389 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/2.0.9/maven-repository-metadata-2.0.9.jar
2017-10-31 21:04:25,715 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-error-diagnostics/2.0.9/maven-error-diagnostics-2.0.9.jar
2017-10-31 21:04:27,406 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-error-diagnostics/2.0.9/maven-error-diagnostics-2.0.9.jar
2017-10-31 21:04:27,741 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-project/2.0.9/maven-project-2.0.9.jar
2017-10-31 21:04:33,790 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-project/2.0.9/maven-project-2.0.9.jar
2017-10-31 21:04:34,113 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-registry/2.0.9/maven-plugin-registry-2.0.9.jar
2017-10-31 21:04:35,454 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-registry/2.0.9/maven-plugin-registry-2.0.9.jar
2017-10-31 21:04:35,716 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-descriptor/2.0.9/maven-plugin-descriptor-2.0.9.jar
2017-10-31 21:04:36,989 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-descriptor/2.0.9/maven-plugin-descriptor-2.0.9.jar
2017-10-31 21:04:37,296 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact-manager/2.0.9/maven-artifact-manager-2.0.9.jar
2017-10-31 21:04:39,981 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact-manager/2.0.9/maven-artifact-manager-2.0.9.jar
2017-10-31 21:04:40,290 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-monitor/2.0.9/maven-monitor-2.0.9.jar
2017-10-31 21:04:40,964 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-monitor/2.0.9/maven-monitor-2.0.9.jar
2017-10-31 21:04:41,278 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-toolchain/1.0/maven-toolchain-1.0.jar
2017-10-31 21:04:42,588 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-toolchain/1.0/maven-toolchain-1.0.jar
2017-10-31 21:04:42,896 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-container-default/1.5.5/plexus-container-default-1.5.5.jar
2017-10-31 21:04:47,423 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-container-default/1.5.5/plexus-container-default-1.5.5.jar
2017-10-31 21:04:47,757 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-classworlds/2.2.2/plexus-classworlds-2.2.2.jar
2017-10-31 21:04:48,755 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-classworlds/2.2.2/plexus-classworlds-2.2.2.jar
2017-10-31 21:04:50,627 [Worker-18] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: cn.ak4j:yard_service:0.1.0 @ E:\person-project\penson\test\zhouhc\pom.xml.
2017-10-31 21:04:50,682 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for cn.ak4j:ak_base:jar:0.1.0-SNAPSHOT is missing, no dependency information available
2017-10-31 21:04:52,191 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sf/jasperreports/jasperreports-fonts/6.2.0/jasperreports-fonts-6.2.0.pom
2017-10-31 21:04:52,194 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for net.sf.jasperreports:jasperreports-fonts:jar:6.2.0 is missing, no dependency information available
2017-10-31 21:04:53,339 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sf/jasperreports/jasperreports-functions/6.2.0/jasperreports-functions-6.2.0.pom
2017-10-31 21:04:53,341 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for net.sf.jasperreports:jasperreports-functions:jar:6.2.0 is missing, no dependency information available
2017-10-31 21:04:54,646 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/lowagie/itextasian/2.1.7.js2/itextasian-2.1.7.js2.pom
2017-10-31 21:04:54,651 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.lowagie:itextasian:jar:2.1.7.js2 is missing, no dependency information available
2017-10-31 21:04:54,666 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for cn.ak4j:jasperreports-font-extensions:jar:1.0-SNAPSHOT is missing, no dependency information available
2017-10-31 21:04:56,076 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-bridge/1.7/batik-bridge-1.7.pom
2017-10-31 21:04:56,078 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-bridge:jar:1.7 is missing, no dependency information available
2017-10-31 21:04:57,194 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-util/1.7/batik-util-1.7.pom
2017-10-31 21:04:57,196 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-util:jar:1.7 is missing, no dependency information available
2017-10-31 21:04:58,249 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-dom/1.7/batik-dom-1.7.pom
2017-10-31 21:04:58,251 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-dom:jar:1.7 is missing, no dependency information available
2017-10-31 21:04:59,521 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-svggen/1.7/batik-svggen-1.7.pom
2017-10-31 21:04:59,523 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-svggen:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:00,907 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-parser/1.7/batik-parser-1.7.pom
2017-10-31 21:05:00,910 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-parser:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:02,157 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-script/1.7/batik-script-1.7.pom
2017-10-31 21:05:02,159 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-script:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:03,504 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-anim/1.7/batik-anim-1.7.pom
2017-10-31 21:05:03,507 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-anim:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:06,059 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-gvt/1.7/batik-gvt-1.7.pom
2017-10-31 21:05:06,062 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-gvt:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:07,104 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-awt-util/1.7/batik-awt-util-1.7.pom
2017-10-31 21:05:07,110 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-awt-util:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:08,172 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-css/1.7/batik-css-1.7.pom
2017-10-31 21:05:08,174 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-css:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:09,505 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-xml/1.7/batik-xml-1.7.pom
2017-10-31 21:05:09,513 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-xml:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:10,827 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-svg-dom/1.7/batik-svg-dom-1.7.pom
2017-10-31 21:05:10,829 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for batik:batik-svg-dom:jar:1.7 is missing, no dependency information available
2017-10-31 21:05:12,167 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/oracle/ojdbc6/1.0/ojdbc6-1.0.pom
2017-10-31 21:05:12,169 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.oracle:ojdbc6:jar:1.0 is missing, no dependency information available
2017-10-31 21:05:13,331 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sf/ehcache/ehcache/2.10.2.2.21/ehcache-2.10.2.2.21.jar
2017-10-31 21:06:34,828 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sf/ehcache/ehcache/2.10.2.2.21/ehcache-2.10.2.2.21.jar
2017-10-31 21:06:35,116 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/net/sourceforge/barbecue/barbecue/1.5-beta1/barbecue-1.5-beta1.jar
2017-10-31 21:06:35,658 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sourceforge/barbecue/barbecue/1.5-beta1/barbecue-1.5-beta1.jar
2017-10-31 21:06:35,917 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sf/jasperreports/jasperreports-fonts/6.2.0/jasperreports-fonts-6.2.0.jar
2017-10-31 21:06:37,134 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/net/sf/jasperreports/jasperreports-functions/6.2.0/jasperreports-functions-6.2.0.jar
2017-10-31 21:06:38,473 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/lowagie/itextasian/2.1.7.js2/itextasian-2.1.7.js2.jar
2017-10-31 21:06:39,798 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-bridge/1.7/batik-bridge-1.7.jar
2017-10-31 21:06:41,071 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-util/1.7/batik-util-1.7.jar
2017-10-31 21:06:42,417 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-dom/1.7/batik-dom-1.7.jar
2017-10-31 21:06:43,763 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-svggen/1.7/batik-svggen-1.7.jar
2017-10-31 21:06:45,055 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-parser/1.7/batik-parser-1.7.jar
2017-10-31 21:06:46,392 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-script/1.7/batik-script-1.7.jar
2017-10-31 21:06:47,778 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/batik/batik-anim/1.7/batik-anim-1.7.jar
